timestamp,open,high,low,close,volume
2023-06-08 23:00:00,26534.40,26544.80,26481.10,26527.00,3441.332
2023-06-08 23:30:00,26527.10,26527.10,26472.10,26485.90,2573.155
2023-06-09 00:00:00,26486.00,26502.80,26409.40,26447.70,5902.530
2023-06-09 00:30:00,26447.70,26469.70,26426.00,26445.80,4133.888
2023-06-09 01:00:00,26445.70,26507.90,26430.00,26491.80,4130.017
2023-06-09 01:30:00,26491.70,26589.90,26490.00,26490.00,7235.375
2023-06-09 02:00:00,26490.00,26526.40,26236.00,26383.20,19577.777
2023-06-09 02:30:00,26383.10,26464.50,26339.00,26448.00,8697.255
2023-06-09 03:00:00,26448.00,26473.20,26430.00,26457.90,5060.328
2023-06-09 03:30:00,26457.90,26492.60,26441.00,26469.50,4412.343
2023-06-09 04:00:00,26469.60,26473.50,26411.40,26420.10,4372.128
2023-06-09 04:30:00,26420.00,26497.00,26412.00,26479.00,3592.174
2023-06-09 05:00:00,26479.00,26524.80,26467.00,26477.70,4303.969
2023-06-09 05:30:00,26477.70,26498.70,26465.00,26496.00,2098.562
2023-06-09 06:00:00,26495.90,26575.50,26461.00,26533.40,6237.740
2023-06-09 06:30:00,26533.40,26554.50,26467.80,26482.10,4020.418
2023-06-09 07:00:00,26482.10,26489.80,26431.60,26459.10,4111.004
2023-06-09 07:30:00,26459.00,26483.10,26425.80,26482.70,4987.833
2023-06-09 08:00:00,26482.70,26600.00,26476.80,26581.90,8860.755
2023-06-09 08:30:00,26581.90,26644.00,26553.00,26632.50,8371.398
2023-06-09 09:00:00,26632.60,26640.30,26579.00,26587.90,4592.643
2023-06-09 09:30:00,26588.00,26679.50,26587.90,26626.50,6885.250
2023-06-09 10:00:00,26626.60,26659.60,26600.20,26602.60,4891.277
2023-06-09 10:30:00,26602.50,26670.00,26591.00,26623.90,4684.256
2023-06-09 11:00:00,26623.90,26627.50,26570.60,26579.10,4596.962
2023-06-09 11:30:00,26579.20,26638.30,26546.10,26599.80,6565.991
2023-06-09 12:00:00,26599.90,26658.90,26599.80,26622.00,4483.680
2023-06-09 12:30:00,26622.00,26699.90,26609.80,26662.30,7550.295
2023-06-09 13:00:00,26662.20,26775.00,26643.50,26673.40,13446.137
2023-06-09 13:30:00,26673.30,26696.60,26611.00,26619.00,10544.480
2023-06-09 14:00:00,26619.00,26706.80,26583.00,26670.90,9246.777
2023-06-09 14:30:00,26670.90,26679.20,26520.40,26580.30,13350.171
2023-06-09 15:00:00,26580.20,26624.00,26561.50,26568.00,5207.874
2023-06-09 15:30:00,26568.00,26598.30,26436.80,26465.10,14176.702
2023-06-09 16:00:00,26465.20,26521.10,26430.00,26483.00,9796.291
2023-06-09 16:30:00,26483.00,26509.10,26431.60,26475.00,5140.145
2023-06-09 17:00:00,26474.90,26509.10,26403.40,26476.00,6973.097
2023-06-09 17:30:00,26476.10,26506.90,26460.80,26489.30,2945.058
2023-06-09 18:00:00,26489.30,26509.10,26438.20,26453.50,3117.171
2023-06-09 18:30:00,26453.50,26464.80,26400.00,26443.50,5212.107
2023-06-09 19:00:00,26443.50,26487.60,26371.00,26406.50,8091.866
2023-06-09 19:30:00,26406.40,26440.30,26375.50,26400.00,4436.080
2023-06-09 20:00:00,26399.90,26461.80,26385.00,26453.40,4452.855
2023-06-09 20:30:00,26453.40,26461.00,26425.30,26442.90,2728.324
2023-06-09 21:00:00,26442.90,26454.00,26438.00,26438.00,1261.910
2023-06-09 21:30:00,26438.10,26490.00,26434.10,26463.10,2376.296
2023-06-09 22:00:00,26463.20,26488.00,26453.00,26453.40,1953.542
2023-06-09 22:30:00,26453.50,26484.30,26446.80,26480.80,1541.073
2023-06-09 23:00:00,26480.90,26486.90,26440.90,26453.30,1876.224
2023-06-09 23:30:00,26453.40,26481.60,26442.20,26468.10,1489.170
2023-06-10 00:00:00,26468.20,26476.80,26447.90,26458.20,1815.011
2023-06-10 00:30:00,26458.10,26479.20,26440.00,26451.00,2427.385
2023-06-10 01:00:00,26451.00,26525.00,26380.30,26469.90,7630.645
2023-06-10 01:30:00,26470.00,26488.40,26300.00,26383.40,11744.561
2023-06-10 02:00:00,26383.40,26426.90,26370.70,26414.00,4542.760
2023-06-10 02:30:00,26414.10,26414.10,26253.00,26310.90,12668.790
2023-06-10 03:00:00,26310.90,26353.50,26302.40,26319.10,5432.206
2023-06-10 03:30:00,26319.00,26359.10,26250.00,26312.60,7551.157
2023-06-10 04:00:00,26312.60,26340.10,25716.40,25836.30,51756.027
2023-06-10 04:30:00,25836.40,25950.00,25701.00,25753.60,42010.924
2023-06-10 05:00:00,25753.80,25795.00,25480.50,25600.20,48272.924
2023-06-10 05:30:00,25600.10,25665.80,25445.00,25504.60,28722.300
2023-06-10 06:00:00,25504.40,25628.80,25477.60,25620.10,16842.017
2023-06-10 06:30:00,25620.10,25620.10,25446.60,25525.90,16069.339
2023-06-10 07:00:00,25525.80,25722.00,25478.60,25681.20,22491.687
2023-06-10 07:30:00,25681.20,25733.00,25618.10,25637.20,12938.193
2023-06-10 08:00:00,25637.30,25710.00,25556.40,25703.90,11447.068
2023-06-10 08:30:00,25703.90,25743.90,25636.00,25660.20,7918.560
2023-06-10 09:00:00,25660.10,25672.90,25606.40,25616.00,5309.512
2023-06-10 09:30:00,25615.90,25672.30,25600.00,25642.50,3616.559
2023-06-10 10:00:00,25642.50,25654.20,25577.00,25628.60,4468.561
2023-06-10 10:30:00,25628.60,25688.80,25611.60,25686.80,3555.395
2023-06-10 11:00:00,25686.90,25705.00,25643.10,25670.60,3950.293
2023-06-10 11:30:00,25670.60,25729.10,25651.30,25718.70,4796.417
2023-06-10 12:00:00,25718.70,25718.70,25610.40,25625.20,5695.572
2023-06-10 12:30:00,25625.10,25666.50,25589.80,25601.90,5979.841
2023-06-10 13:00:00,25602.00,25650.00,25559.50,25647.30,6272.020
2023-06-10 13:30:00,25647.40,25657.80,25612.80,25644.90,2684.921
2023-06-10 14:00:00,25645.00,25695.60,25626.70,25637.60,5823.849
2023-06-10 14:30:00,25637.60,25661.00,25614.60,25657.10,3239.448
2023-06-10 15:00:00,25657.10,25671.90,25635.10,25659.40,2426.044
2023-06-10 15:30:00,25659.40,25662.60,25582.70,25620.00,3955.390
2023-06-10 16:00:00,25619.90,25639.50,25575.60,25598.60,4775.785
2023-06-10 16:30:00,25598.50,25636.00,25573.70,25580.50,3790.510
2023-06-10 17:00:00,25580.50,25874.90,25355.00,25809.80,43652.527
2023-06-10 17:30:00,25809.70,26144.00,25804.50,26010.00,51349.871
2023-06-10 18:00:00,26010.00,26033.10,25300.00,25608.00,43150.971
2023-06-10 18:30:00,25608.10,25761.70,25518.50,25529.20,23885.988
2023-06-10 19:00:00,25529.90,25646.60,25529.90,25605.10,10077.493
2023-06-10 19:30:00,25605.10,25741.00,25596.30,25738.20,7492.531
2023-06-10 20:00:00,25738.20,25747.30,25666.70,25720.00,5902.287
2023-06-10 20:30:00,25719.90,25876.70,25691.20,25740.70,12938.987
2023-06-10 21:00:00,25740.80,25753.60,25671.60,25708.80,5223.668
2023-06-10 21:30:00,25708.80,25819.60,25702.20,25751.10,4479.860
2023-06-10 22:00:00,25751.10,25845.00,25732.30,25810.20,5147.109
2023-06-10 22:30:00,25810.20,25919.50,25810.10,25863.20,6610.349
2023-06-10 23:00:00,25863.20,25883.90,25825.50,25846.00,3691.129
2023-06-10 23:30:00,25845.90,25859.80,25815.20,25826.60,2693.128
2023-06-11 00:00:00,25826.60,25839.90,25755.10,25812.30,5419.557
2023-06-11 00:30:00,25812.30,25829.70,25714.10,25739.30,4267.456
2023-06-11 01:00:00,25739.40,25781.40,25705.00,25765.60,4040.664
2023-06-11 01:30:00,25765.50,25850.00,25765.50,25814.50,4716.922
2023-06-11 02:00:00,25814.50,25821.20,25736.20,25753.20,3325.477
2023-06-11 02:30:00,25753.10,25791.90,25737.50,25756.00,3146.175
2023-06-11 03:00:00,25756.00,25759.00,25715.60,25736.10,3470.179
2023-06-11 03:30:00,25736.10,25758.10,25674.30,25714.70,4656.674
2023-06-11 04:00:00,25714.70,25715.60,25621.30,25675.70,7676.811
2023-06-11 04:30:00,25675.80,25749.90,25651.00,25718.40,6327.148
2023-06-11 05:00:00,25718.30,25752.90,25718.30,25736.60,2675.935
2023-06-11 05:30:00,25736.50,25820.10,25725.10,25805.80,4555.035
2023-06-11 06:00:00,25805.90,25809.80,25761.00,25778.90,3319.077
2023-06-11 06:30:00,25779.00,25783.30,25749.20,25776.00,2223.642
2023-06-11 07:00:00,25776.00,25789.10,25753.50,25770.90,1698.508
2023-06-11 07:30:00,25771.00,25775.80,25726.20,25728.00,2686.617
2023-06-11 08:00:00,25728.00,25760.30,25721.20,25723.90,2047.484
2023-06-11 08:30:00,25723.90,25733.80,25682.70,25727.40,3263.036
2023-06-11 09:00:00,25727.40,25765.30,25710.60,25751.90,2577.100
2023-06-11 09:30:00,25751.90,25755.70,25687.20,25697.60,3613.739
2023-06-11 10:00:00,25697.60,25726.10,25689.00,25712.10,2274.603
2023-06-11 10:30:00,25712.10,25787.40,25708.40,25763.20,4150.811
2023-06-11 11:00:00,25763.10,25809.80,25744.40,25789.70,3546.626
2023-06-11 11:30:00,25789.80,25839.00,25784.70,25784.90,4285.299
2023-06-11 12:00:00,25784.90,25790.00,25761.00,25776.20,2345.164
2023-06-11 12:30:00,25776.20,25778.30,25731.90,25740.20,2912.998
2023-06-11 13:00:00,25740.30,25767.40,25725.00,25741.50,2458.843
2023-06-11 13:30:00,25741.60,25766.80,25661.00,25693.20,6741.981
2023-06-11 14:00:00,25693.30,25795.40,25683.90,25722.00,5965.901
2023-06-11 14:30:00,25721.90,25761.70,25701.30,25748.30,3286.103
2023-06-11 15:00:00,25748.30,25769.10,25726.20,25759.10,2589.339
2023-06-11 15:30:00,25759.10,25760.00,25720.80,25741.20,2518.883
2023-06-11 16:00:00,25741.10,25895.80,25726.70,25823.20,11221.080
2023-06-11 16:30:00,25823.10,25950.00,25820.80,25859.90,13252.282
2023-06-11 17:00:00,25860.00,26020.10,25827.70,25978.50,16398.944
2023-06-11 17:30:00,25978.50,26079.00,25883.80,25932.60,13994.761
2023-06-11 18:00:00,25932.50,26038.30,25914.80,25940.70,8638.111
2023-06-11 18:30:00,25940.60,26022.20,25936.60,25966.30,5692.664
2023-06-11 19:00:00,25966.30,26100.00,25921.30,26050.90,11026.242
2023-06-11 19:30:00,26051.00,26094.00,26015.30,26021.00,5575.952
2023-06-11 20:00:00,26021.10,26199.00,26021.00,26085.90,18349.003
2023-06-11 20:30:00,26085.90,26127.00,26058.40,26110.80,4560.431
2023-06-11 21:00:00,26110.90,26128.80,26064.00,26078.30,3613.818
2023-06-11 21:30:00,26078.40,26089.90,25956.40,26034.00,8191.157
